jet1_x,jet1_y,jet1_z,jet2_x,jet2_y,jet2_z
2941.807111,5.381968769,0.152623787,13202.30857,1.031399168,0.233638979
-32380.73877,3.675315443,-0.455460972,-4912.951509,3.655008795,0.231833135
20693.76995,2.559367588,0.232261545,-25706.64528,3.148292753,0.355188893
-26682.07868,5.721006655,0.450282152,-29121.94239,2.521444491,0.419847799
-18952.25889,4.493354458,0.109804261,11746.13892,3.753277212,-0.072792591
20628.15726,1.993712522,0.381675124,-18996.01295,5.742262639,0.235979593
38397.87228,5.824479471,-0.029880642,42815.8319,4.279175097,-0.422241136
15772.46204,3.543973121,-0.415020473,-4807.830617,5.541570589,0.293873553
-34728.95849,4.471345846,-0.161215169,33381.42608,5.548488599,-0.260266619
-10526.07132,5.783284429,-0.153539285,-17761.39704,4.988926088,-0.462962893
-21830.08949,6.145856984,-0.373863623,-29648.11394,2.699558075,-0.428816142
-18461.17068,0.461438621,-0.385709253,1646.372494,1.939863144,0.31511135
-7877.019709,5.788202601,-0.234811282,-7853.122751,1.8269672,-0.203691536
-43720.16781,1.89293959,0.492650565,27808.16141,4.707697635,-0.057112068
38730.35158,0.540173903,0.118510457,49823.65458,3.755418981,0.203741681
-19817.51905,5.34261997,-0.169120353,8120.964688,5.220391735,0.064062464
8134.417388,3.368139327,-0.11284056,18924.81325,5.394776555,0.22648207
44013.93969,0.203332982,-0.256435058,1847.042133,1.258358312,0.484720769
-28742.34654,2.53086309,-0.125812724,-24150.43389,1.770376616,0.403854055
17676.80434,1.653458681,-0.301066217,-39144.38257,0.812089455,-0.038897943
48369.22233,4.943291673,-0.405629572,39595.13679,3.245770199,-0.440290045
41980.25488,0.256409369,-0.027031566,23101.26762,5.546192896,0.220336379
10645.88913,4.454216777,-0.291313255,22683.49182,3.862445753,0.478360971
48684.72039,1.887910898,0.177122974,-37514.38575,3.303873111,-0.036340694
15400.07882,4.68963548,0.068581125,3721.845573,4.327323534,-0.316894123
-13896.62286,2.516355782,-0.330996904,-42159.04153,5.837263231,0.43088694
9250.897565,3.37205021,0.003738146,-45721.48632,4.706787314,0.069516354
-31221.01226,0.267314241,-0.289134196,24315.03976,2.142948708,-0.091721223
-42873.74618,1.892017649,0.181528964,-3651.349056,5.865210554,0.463699667
-751.0796119,2.092442289,-0.420149904,34086.85576,2.531724112,0.244847054
-14692.92016,1.052159038,0.084378373,-41744.73798,3.514529148,0.350263246
42022.73233,2.689782774,0.193340661,-38413.3909,5.543628006,-0.15723252
33195.8659,4.343156427,0.414871398,47954.36891,5.163365743,-0.244462637
2377.102994,4.176300582,0.176501673,-15805.13701,0.631087313,-0.026351863
-8168.469814,1.012845631,0.14843079,-6686.370957,5.474786687,-0.265643335
-4133.900685,2.884477005,0.451194118,-21139.35578,1.786435597,-0.29593383
29513.31315,1.094973067,0.23126541,-17336.13304,4.990342989,-0.414800445
-42791.21586,1.140677354,-0.283510909,-49847.2632,5.135516213,0.261636377
-27314.34553,5.539013451,0.472875136,-30483.05151,2.632349071,0.309115485
-32527.6114,5.285156678,0.148880327,16737.14442,5.623964028,0.205584833
-13320.44411,2.199596077,-0.356158806,41483.24332,4.957979221,-0.430202395
32514.01778,2.119542287,0.258736293,-46021.28202,6.270436962,-0.129761806
24749.58163,0.193077776,0.27166572,-38364.42393,3.621587235,0.484754824
34029.16735,2.660303654,0.399356479,2403.592408,1.619573291,0.326022651
47972.32223,3.402042126,-0.208804758,35979.65116,0.922253248,0.302499117
48766.58241,5.620779657,0.183711294,-37087.50788,4.870699243,0.017789363
15597.44048,6.036771961,-0.282587811,-31250.6882,5.430388382,0.429825643
35087.39275,2.979046182,-0.29966098,44789.88128,1.247869135,-0.455178515
8548.097686,4.189662038,0.498710294,37085.51109,3.486896624,-0.318935657
43786.392,1.391707724,0.003262772,-44808.39868,3.15425916,0.075063883
44018.37904,4.564055564,-0.475998797,24595.62721,1.674553863,-0.145287994
-44269.43669,1.644711702,0.320836481,-34663.18776,2.233848507,-0.169591267
-48564.1158,5.977405477,-0.344696293,23996.60051,2.814501813,0.454936951
-25101.70389,0.758272143,0.386013362,-28825.40028,1.443930943,0.072686577
-46504.75793,2.627213539,-0.137753492,-5416.270917,0.595364636,0.176932699
13898.41465,3.459713429,-0.12214029,2100.918472,2.634946075,0.200464259
-18736.9382,2.796009352,0.400115703,8855.845021,1.973371932,-0.335732258
23351.59578,5.56132728,0.222168171,-14329.06163,5.095656719,-0.286047317
42274.30125,0.927782976,0.330445597,44595.36636,1.419926427,-0.247038458
27918.67041,0.591696783,-0.370993687,-47261.01516,2.753910069,-0.278221428
-48799.0084,4.048583659,-0.393843307,-4404.379697,1.777026607,0.331665395
-48387.57253,1.867315855,0.043264214,25734.38949,3.048410138,-0.137311935
-20572.60743,3.962378605,-0.338264594,-7195.206558,3.414650031,0.027442562
9090.71193,0.146589744,0.440487685,26810.77917,2.884763969,-0.047191158
6213.514681,0.103389427,-0.161565199,5819.138861,3.702657701,-0.067494835
518.8512198,1.825444874,0.061492455,-38872.67733,4.788765321,-0.1868008
-12222.86747,5.560437174,0.49872181,5575.891993,2.951066723,0.352711705
25696.04082,0.923682923,0.493972901,-8596.70564,2.401641398,-0.435517094
18833.66163,4.783329137,-0.113157183,33653.9182,4.522413173,-0.140934131
-45196.01629,2.936685205,-0.460237895,-24880.00682,3.886946972,-0.012466809
-27606.06592,5.045020708,0.285931315,-24032.42012,3.990655679,0.299416221
16569.19028,3.208111502,-0.16164058,17329.55802,5.272426573,0.484791511
22405.45064,2.842105658,0.273317961,36589.76942,1.818339162,-0.197777138
-7628.74042,2.024395916,0.066868829,-12669.69307,1.230496875,0.055291865
44567.74715,1.351768793,-0.203707389,38095.12667,4.466950352,0.182551373
27128.51129,5.5113977,-0.415858401,22482.98405,5.812535589,0.226388021
14410.38979,4.976333306,-0.375078025,-48964.0677,4.594445251,0.235280227
2511.879816,1.7999057,0.000998287,21994.659,2.290594173,-0.245471939
-1035.84417,1.141072632,-0.290993737,36125.00438,2.379520608,0.132780715
29495.99393,1.54093768,0.431568652,33294.35384,6.097845229,-0.130401824
5663.480554,3.522914354,-0.186664921,-31884.79078,5.51699275,0.245658171
6686.18381,3.705217703,-0.159252869,10886.12473,5.177016203,0.179873383
1481.035741,6.046601354,0.466883485,44622.51321,4.13652166,-0.454875927
45735.14983,3.039223132,-0.372100216,24522.40062,2.374666867,0.232869818
-45285.13775,4.131169098,-0.481881131,-28838.88994,1.844923388,0.162689184
1285.207413,0.551685563,0.455013265,31417.19842,4.117265654,0.368827832
-28645.2529,2.369003635,0.244896333,-14773.1564,0.9973955,0.075944532
-41634.53225,3.172886916,0.381203515,-42028.98056,3.868384045,0.307238183
8592.268469,0.534981873,0.301017587,-13914.98356,1.008418338,-0.31097926
-18262.63642,2.29700231,-0.127067076,25570.37913,3.200836701,0.261454606
-22141.72187,1.191958144,0.411018579,-33331.66978,3.151508637,0.446267991
47447.77662,4.50820302,0.131493761,-14695.95576,0.262801275,-0.400946491
-3239.463007,3.066720314,-0.449272287,9588.248071,2.960690681,0.419499199
-30305.79329,6.13450806,0.446619177,-32004.54289,5.952678824,0.066312599
41235.99012,4.611144608,0.120681446,49889.44457,5.490807988,-0.168569984
-44159.69515,2.181672335,-0.074975184,-23248.38188,3.290311259,-0.398595228
20643.81324,3.806557064,-0.148090702,-18072.64189,2.323441232,0.262818661
11131.9367,4.015368603,-0.043869522,32032.21589,1.674885,-0.132309512
-6402.983326,0.550487912,-0.387726322,-4654.319127,5.531042354,-0.193973275
-17295.84501,4.688877768,-0.270208161,-383.1176915,3.974804643,0.289694227
23694.86632,4.80845359,-0.135606952,-10939.44299,3.863330904,-0.211798734
49991.49503,1.743893831,-0.312201092,43492.2496,5.35659276,-0.483257377
-35106.64059,0.301620552,-0.157844797,13118.94378,5.464998367,-0.376328114
-11583.42581,6.090955063,-0.428809202,-17534.21559,0.717535383,-0.065877788
12435.41834,3.480017168,0.399756313,-26061.11006,0.078412097,0.376915691
33351.90577,4.727534372,0.039829463,-26320.19342,4.197959758,-0.47075253
18856.00208,5.362300358,0.490874763,-21011.01514,2.912567242,0.491856499
-16801.78309,4.268068897,0.251618961,-1171.066219,2.267462272,-0.378837095
652.5729255,2.779026573,0.180015352,49216.90026,1.70420188,-0.160741795
-43664.60104,3.887375794,0.379711845,12653.74409,3.626846949,-0.497182465
43763.93145,2.916398126,-0.20313879,-36469.25987,0.282014318,-0.148320844
-14818.85234,3.984213396,-0.029281889,-38880.79226,0.35110087,-0.344388322
12953.69943,1.242239787,0.076549921,6637.920065,6.157357652,-0.455061504
-19983.90379,0.864227508,-0.114674495,-48252.09443,1.995016522,0.097723458
43334.34075,5.321385076,-0.324031458,14448.84696,2.855936594,-0.147138456
-34262.90966,2.586748735,0.484106853,41794.87892,2.262547774,-0.472467482
-39928.20193,3.565519463,-0.372270966,-5233.920566,4.047021216,-0.354566358
-9505.941571,5.568841724,-0.433374501,7348.727744,1.278475355,-0.116556504
10795.67742,3.882580185,0.464712586,-26348.6144,5.069970107,-0.268340098
3000.054985,3.362592806,0.245499255,-12539.77428,3.292572817,-0.219232447
5661.427092,1.736115082,0.489495469,-7882.273121,5.043955667,-0.492071897
-39199.77966,1.349933015,0.137176637,11453.30467,5.67367238,-0.107025906
-25292.292,4.924799977,-0.370605394,23807.23272,3.083945675,-0.359491933
-7523.312516,5.756841867,0.236204426,19126.04339,2.812633401,0.12715972
-21251.62188,3.078774429,0.458932103,-10111.05263,0.126567038,0.479435104
34808.50277,4.285908984,0.38390568,30438.2105,4.144528572,-0.046688295
34230.90092,5.655387455,0.321903437,40008.53715,2.15315579,-0.497960159
-16304.24171,2.934123378,0.130551753,-10407.58665,0.583624124,-0.090014737
48470.73475,4.763005224,0.015465403,6908.251987,5.727481359,-0.464177337
14526.30266,4.449842787,-0.395970157,43842.31155,1.802512667,0.420703126
-29935.60099,4.334850438,-0.399543412,23918.36404,5.624041942,0.320588677
23473.07436,3.020432193,-0.193734385,-11283.96869,4.669581962,0.298485988
39117.91775,5.121898303,-0.184061224,39757.43844,2.429676266,0.402435786
3111.900068,2.788498225,0.411219788,-41698.5976,2.840551446,0.036050996
22068.7277,3.327767794,-0.013232827,6480.917191,1.025938363,0.316326628
28114.42452,4.567011702,-0.231649105,-8233.012955,4.850583835,0.06807865
17187.15256,5.155767673,0.104415496,21391.06542,5.117935986,0.453270292
11145.20158,2.641700411,-0.466534931,-2189.120816,6.017610007,0.381884747
22281.95955,3.242201625,-0.472420949,30490.70133,1.732254421,0.267825861
11733.8587,2.834276325,0.037414962,-36059.09754,4.536424252,0.48151918
27732.50414,2.567930522,0.457172465,-18995.66465,1.982992772,0.105671628
9874.08903,2.157400459,0.028174864,-14055.8135,0.914919784,0.423922597
17765.26893,3.807900811,-0.348978621,-11499.74424,5.255953129,0.39715739
5176.799982,2.93853819,-0.461953544,45254.72818,4.144090201,-0.156288392
-11792.0676,3.399581954,0.003644089,6525.6643,2.687595028,-0.085694256
-33140.05193,3.664645838,0.493617365,-29884.18807,1.623301351,0.089675591
-40959.13275,1.597241978,0.379152892,54.82561997,5.301163232,-0.284388972
-32403.01461,5.393010481,-0.137933919,27207.98157,3.865978043,0.483852137
-24471.93909,6.258558849,-0.155643255,25210.24759,5.0666826,-0.264358371
47418.10547,1.853267345,-0.470410239,-24508.18438,3.552247226,0.094573223
29816.52928,3.340831107,-0.131082635,-37872.33607,1.225468611,-0.142264192
-44728.55993,5.588770409,0.032473352,42242.91626,2.356729386,0.17665003
-33638.97738,2.881150017,-0.315898375,-37693.93877,0.529751339,-0.471670005
19047.32428,4.052654001,0.440659808,-42410.42126,1.672215932,0.02637811
-42229.16463,2.686644645,-0.050463001,14100.44554,5.990914984,0.162714707
-21998.01092,4.961056645,-0.034179386,-39736.81929,1.44938312,-0.387183811
-8730.075886,3.073920522,0.199690269,-23650.43559,6.199116444,0.183342159
-13572.05864,6.225205568,-0.313802309,-22399.41931,3.6169146,0.106532002
-13159.89665,4.02822494,0.190522873,3264.578699,4.088678686,-0.45854221
31522.13512,0.35976119,0.016630498,32557.25548,4.144322131,-0.098271935
13486.54363,2.814821251,0.0868747,-41613.04759,1.867761134,0.01220637
-12915.14962,4.858491557,-0.265453179,25903.41203,1.329364212,0.238039055
42475.94065,2.533553445,0.288854161,-5307.985191,3.497001557,0.161461108
-25370.64878,4.808608133,0.011325144,-10558.30551,0.611439002,0.06574355
17365.36843,0.069385135,-0.382805213,-13642.97454,0.701755093,0.181700216
17410.51461,2.116629319,-0.297457641,18151.19737,3.439526368,-0.293989634
-25427.96222,5.555351818,0.190046611,37309.32178,0.548678878,0.427906787
-41811.68101,2.921847874,0.351970541,-32750.25603,5.302513195,-0.037190461
-29731.94162,5.242035675,0.111041522,-31235.49682,2.995068526,0.154176086
11073.72903,1.90521167,0.324325715,38062.18704,2.090672237,-0.233047966
-26567.02186,3.531165468,-0.004849801,-13193.32499,2.297598792,-0.29000812
-49288.27134,2.148881848,-0.398239402,2695.521459,2.630665762,-0.250560429
1456.142165,1.46025648,-0.058082873,7472.009937,4.215647686,-0.486405863
-11609.19967,3.962363595,0.131313459,-28760.65795,3.224108072,0.42848323
19762.04333,2.912700337,-0.367771764,4468.572622,5.065551408,-0.387825166
42737.10031,4.344286709,-0.353321882,45966.28074,2.131341522,0.144771846
41171.26557,2.769170814,0.33085986,-36281.01225,0.61371584,0.053809291
911.2941673,3.522623192,0.448065878,3930.061534,2.633452239,-0.374407771
7569.543823,5.748763369,0.399869384,-30508.81638,3.991739271,0.430238916
30559.15167,6.21313898,-0.402455,49727.22558,5.352457788,0.112588274
-18115.66529,4.254929617,0.087966322,-36826.67235,1.193549035,0.027075864
28286.13629,1.10031453,0.252192488,23326.05975,1.264735889,-0.342160715
-35570.56799,1.834701552,-0.406366054,-40151.57444,1.846573426,-0.103071628
-46851.91249,3.112826593,-0.084725947,-33644.14915,5.30382768,0.008341282
-1693.63951,0.152583958,-0.26608982,-44401.67389,2.248449854,0.057868555
-14769.40769,5.425125973,-0.247680272,-46376.3715,2.796803859,0.068356153
-47458.2489,0.865168761,-0.295696817,46720.73793,4.11991838,0.162146284
-23391.14202,1.969665388,0.264706703,13681.71312,2.703467628,-0.22167134
5161.052231,4.088963859,0.078170461,-6757.768634,3.779506599,-0.331287318
-28989.70806,0.189043577,-0.153547503,-21801.78428,0.998869446,-0.203618238
-47616.8465,5.504191132,0.140679788,-44100.20436,1.596837637,-0.016692472
46702.70617,6.262255274,-0.34769786,-44074.54131,3.098266189,-0.431155367
-47852.51728,4.571257239,0.263720722,32845.11678,0.816519799,-0.052773617
-102.3662156,1.875071545,0.24983795,42530.51317,4.95610438,0.003723454
-14884.79283,4.290814599,-0.147801295,10118.858,2.300978151,0.066906953
-6767.029568,1.549628734,-0.236257297,-41255.73499,5.583842998,-0.15063959
-35673.32689,5.325356948,0.180542341,-46757.92183,2.204731954,-0.276829775
7024.614201,4.793875769,-0.472004303,8119.140696,1.08298901,-0.019123879
4055.180287,1.25146878,-0.211022466,-45878.04119,1.410570704,0.382164686
11661.98919,1.11746314,-0.001248163,21927.91322,0.281093273,0.49769691
26728.64613,5.661011014,0.197924932,35733.39284,2.938209891,0.000941119
-24396.66101,4.065982334,0.193818408,46473.60593,4.513875126,0.158518251
-4992.763472,5.107015335,0.429194988,39000.55798,3.589225644,-0.098467692
-36968.22093,3.123876133,0.194119335,4671.359123,6.216836789,0.078961265
-26379.83793,6.202987624,-0.179923244,4147.966696,0.066072916,-0.437726755
23228.68638,2.255925161,-0.10170807,25505.66471,2.992506099,-0.052915097
-49546.98505,3.750377854,-0.458951508,13497.02297,2.364702202,-0.479905021
-39715.14744,2.658873576,0.393733551,-28584.71285,0.78495963,-0.499891906
-26879.90988,4.505550341,-0.379554068,-21123.01836,0.783018677,0.181066686
-47415.06158,0.216260609,-0.233748305,-10301.74539,3.280789859,-0.089391892
-12591.00081,5.867490782,0.172328397,-11625.82004,0.215645154,-0.463993767
17094.74048,1.867559783,-0.064665454,-2608.152929,6.261711757,-0.008340149
-12212.42178,0.212945684,-0.349056893,38121.56001,6.042801722,0.187436396
-18786.60723,1.42763275,-0.407836722,-17075.48414,5.941148624,-0.435117794
3891.316827,1.562629278,-0.413461219,-1323.615273,1.511755201,0.188143776
-38121.2319,0.533597901,0.089685937,-12999.79787,1.202410301,-0.322551781
28956.81405,0.451888933,0.440413601,43526.11987,0.963974421,0.207058675
-2269.19835,5.697046984,-0.132824499,18026.60166,0.707716683,0.068793024
-25608.56621,1.835367897,0.015074887,-43670.26132,5.471669588,0.033990574
-840.3727261,4.098601127,0.237624759,-24061.81146,2.932889095,0.306181566
40293.77658,5.168038929,0.347197602,-30050.61409,3.243331857,0.234551615
17357.73754,3.359000514,-0.105014992,49782.72411,4.465354742,-0.028279715
-31015.7982,2.619832144,0.347416141,-12424.12231,2.675982321,0.093281427
27472.33587,2.657341911,0.449169758,28843.81278,0.618820318,0.138988732
-33762.52345,4.695869893,0.238779415,-15770.51579,5.251594401,0.332429416
42544.70439,6.245743975,-0.365857899,-3441.996779,2.284304404,0.21979902
49510.14175,3.146183172,0.455534254,-37189.82654,2.976003249,-0.489306828
6408.038852,5.683345487,0.166587044,-20445.58057,3.804088224,-0.115067177
-20493.40867,0.154478576,-0.215259806,32610.09695,1.288606873,0.213282589
4721.558776,1.564292117,0.44560314,40796.387,0.252256527,0.145121825
-44249.81238,5.592992889,0.012055628,-40823.23591,0.482948335,0.362749462
6209.187862,3.147035329,0.291793099,33690.07386,1.526837765,0.372256163
-39210.58613,0.998455887,0.416175347,5047.946376,4.665140573,-0.446710792
45348.53917,2.750355916,0.033237331,22565.48255,5.122414257,0.212753979
8201.590633,1.801673227,0.188124614,30638.89008,2.359004945,0.112749926
19047.87466,0.021027227,-0.489321592,6173.864092,0.65800839,-0.464263187
9119.702526,4.185538468,0.136599949,46608.21118,1.161324042,-0.097267282
-533.7313851,3.820100696,-0.112216452,33067.01359,4.952890106,0.42376555
43077.79224,1.015691976,-0.261861301,44811.77848,0.313455987,-0.102156781
5540.999159,6.21556214,-0.250599166,-35386.87686,5.155125265,0.449603132
-39731.50266,0.603715091,-0.068443523,-12165.33092,4.264393439,-0.431724302
-44300.80012,2.970082463,0.373657903,42733.19046,3.920662592,0.329052286
-17883.15208,2.855580441,-0.145346093,10326.57851,5.868992213,-0.248511589
41752.26593,2.443580041,-0.297757224,-28831.9355,5.383021086,0.218339724
-32470.52315,5.970393027,0.219295781,-14154.20494,0.150439962,-0.102178678
-15633.04551,5.206750274,-0.00043998,-13162.39584,3.713146698,0.28161526
-47175.86501,5.366877455,-0.195728273,-36217.65688,1.577780041,0.005354396
-33250.64516,2.921330646,-0.065530739,47109.96087,4.228123462,0.101148693
40833.63503,5.436909686,0.26333598,2337.416888,6.276467549,-0.128299155
5007.413475,5.134605107,0.211383465,-24941.0674,0.038140259,0.170942727
4253.803418,6.236376111,0.440748988,-8118.988387,0.466035227,0.299818812
13337.27183,0.367912576,-0.408755135,-5388.926259,5.171102018,0.20746156
-21181.26183,2.037586142,-0.196269005,19437.33223,4.380565644,-0.280975652
-1260.893019,3.190439727,0.234568882,21880.5414,4.930983973,-0.424705344
-7437.911326,1.023114161,0.403632899,6939.308006,4.375214493,-0.321987032
37313.51188,5.816792093,0.020530442,15112.40754,4.034391561,-0.244854439
13613.591,3.795083813,-0.011323841,-41276.80095,6.00414141,0.290962299
36356.9644,2.119240978,0.233140672,5176.876769,0.141099669,-0.494620111
-9465.305799,2.677682626,0.262259354,-33461.48059,4.818269969,0.437572312
23938.10909,0.883626569,-0.005494564,-30890.39469,1.403766044,-0.358895224
-14050.42359,3.66268934,-0.354482529,-10841.41651,1.656125829,-0.020179091
-29698.45309,5.162126986,0.383946998,28415.32265,6.06564424,0.06203174
-34748.94602,2.389610237,-0.306249667,-34652.74714,0.629690749,-0.148559224
-23293.00077,1.786420616,-0.332321852,6073.572095,1.040785209,-0.111862426
-36698.44142,4.142946607,-0.409146595,-24583.8061,2.54116412,-0.17015408
-34479.07331,1.113233442,-0.209129498,-28564.36709,0.051202103,-0.445203498
19593.10085,0.237009554,0.438088658,48008.46193,4.663691471,-0.351560389
29327.89524,3.136359424,0.439935019,-34963.17398,0.796483579,0.087650222
